old_name,new_name,diss_count,rule
"Бухоро давлат тиббиёт институти, Тошкент врачлар малакасини ошириш институти",Бухоро давлат тиббиёт институти,2,exact-fold
Бухоро давлат тиббиёт интситути,Бухоро давлат тиббиёт институти,2,typo
Бухоро давлат тиббиёт институти ва Тошкент давлат стоматология институтларида бажарилган,Бухоро давлат тиббиёт институти,1,exact-fold
Бухоро давлат тиббиёт институти ва Тошкент тиббиёт академияси Урганч филиалида бажарилган,Бухоро давлат тиббиёт институти,1,exact-fold
Бухоро давлат тиббиёт институти ва Тошкент врачлар малакасини ошириш институти,Бухоро давлат тиббиёт институти,1,exact-fold
"Бухоро давлат тиббиёт институти, Бухоро вилоят фтизиатрия ва пульмонология маркази",Бухоро давлат тиббиёт институти,1,exact-fold
"Бухоро давлат тиббиёт институти, Республика ихтисослаштирилган эпидемиология, микробиология, юқумли ва паразитар касалликлар",Бухоро давлат тиббиёт институти,1,exact-fold
"Бухоро давлат тиббиёт институти, Тошкент тиббиёт академияси",Бухоро давлат тиббиёт институти,1,exact-fold
Бухоро давлат тиббиёт институтида бажарилган,Бухоро давлат тиббиёт институти,1,exact-fold
Бухоро тиббиёт институти,Бухоро давлат тиббиёт институти,1,curated
Бухоро давлат тиббиѐт институти,Бухоро давлат тиббиёт институти,1,typo
Бухоро давлат тиббёт институти,Бухоро давлат тиббиёт институти,1,typo
Бухоро давлат университетида,Бухоро давлат университети,3,exact-fold
Бухоро давлат уневерситети,Бухоро давлат университети,2,typo
Бухоро давлат унIVерситети,Бухоро давлат университети,1,exact-fold
Бухоро давлат университети ва ЎзР ФА В.И. Романовский номидаги Математика институти Бухоро бўлинмаси,Бухоро давлат университети,1,exact-fold
Бухоро давлат университети ва В.И. Романовский номидаги Математика институти Бухоро бўлинмаси,Бухоро давлат университети,1,exact-fold
"Бухоро давлат университети, Ўзбекистон Миллий университети",Бухоро давлат университети,1,exact-fold
"Бухоро давлат университети, Пахта селекцияси, уруғчилиги, етиштириш агротехнологиялари",Бухоро давлат университети,1,exact-fold
"Бухоро давлат университети, Тупроқшунослик ва агрокимё",Бухоро давлат университети,1,exact-fold
Бухоро давлат унивеситети,Бухоро давлат университети,1,typo
Бухоро муҳандислик- технология институти,Бухоро муҳандислик-технология институти,18,exact-fold
Бухоро мухандислик-технология институти,Бухоро муҳандислик-технология институти,14,curated-group
Бухоро муҳандислик технология институти,Бухоро муҳандислик-технология институти,9,exact-fold
Бухоро муҳандислик–технология институти,Бухоро муҳандислик-технология институти,6,exact-fold
Бухоро муҳандислик - технология институти,Бухоро муҳандислик-технология институти,3,exact-fold
Бухоро муҳандислик-технология иститути,Бухоро муҳандислик-технология институти,3,typo
Бухоро мухандислик- технология институти,Бухоро муҳандислик-технология институти,2,curated-group
Бухоро мухандислик–технология институти,Бухоро муҳандислик-технология институти,2,curated-group
Буxоро муҳандислик-теxнология институти,Бухоро муҳандислик-технология институти,1,exact-fold
Бухоро муҳандислик-технология институтида,Бухоро муҳандислик-технология институти,1,exact-fold
Бухоро муҳандислик-технология институтида бажарилган,Бухоро муҳандислик-технология институти,1,exact-fold
Бухоро мухандислик - технология институти,Бухоро муҳандислик-технология институти,1,curated-group
Бухоро мухандислик технология институти,Бухоро муҳандислик-технология институти,1,curated-group
«Бухоро мухандислик-технология институти»,Бухоро муҳандислик-технология институти,1,curated-group
Бухоро муҳадислик-технология институти,Бухоро муҳандислик-технология институти,1,typo
Бухоро муҳандислик технологиялар институти,Бухоро муҳандислик-технология институти,1,typo
Бухоро муҳандислик-технология инстиути,Бухоро муҳандислик-технология институти,1,typo
В.И. Романовский номидаги Математика институти,В.И.Романовский номидаги Математика институти,30,exact-fold
ЎзРФА В.И.Романовский номидаги Математика институти,В.И.Романовский номидаги Математика институти,6,curated-group
В. И. Романовский номидаги Математика институти,В.И.Романовский номидаги Математика институти,4,exact-fold
ЎзР ФА В.И.Романовский номидаги Математика институти,В.И.Романовский номидаги Математика институти,4,curated-group
Ўзбекистон Республикаси Фанлар Академияси В.И. Романовский номидаги Математика институти,В.И.Романовский номидаги Математика институти,3,curated-group
В.И.Романовский номидаги Математика институти ва Тошкент кимё-технологиялари институти,В.И.Романовский номидаги Математика институти,1,exact-fold
В.И.Романовский номидаги Математика институти ва Урганч давлат университети,В.И.Романовский номидаги Математика институти,1,exact-fold
ЎзРФА В.И.Романовский номидаги Математика институти ва Тошкент давлат транспорт университети,В.И.Романовский номидаги Математика институти,1,curated-group
ЎзР ФA В.И.Романовский номидаги Математика институти,В.И.Романовский номидаги Математика институти,1,curated-group
Ўзбекистон Республикаси фанлар академияси В.И.Романовский номидаги Математика институти,В.И.Романовский номидаги Математика институти,1,curated-group
В.И. Романовский номидаги Математика институте ва Россия Фанлар академияси Владикавказ,В.И.Романовский номидаги Математика институти,1,typo
Г.В. Плеханов номидаги Россия иқтисодиёт университетининг Тошкент шаҳридаги филиали,Г.В.Плеханов номидаги Россия иқтисодиёт университетининг Тошкент шаҳридаги филиали,2,exact-fold
Генетика ва ўсимликлар экспериментал биология институти,Генетика ва ўсимликлар экспериментал биологияси институти,1,typo
“Геология ва геофизика институти” ДМ,Геология ва геофизика институти ДМ,1,exact-fold
Гулистон давлат унверситети,Гулистон давлат университети,5,typo
Гулистон давлат университетида бажарилган,Гулистон давлат университети,1,exact-fold
Гулистон давлат универститети,Гулистон давлат университети,1,typo
"Денов тадбиркорлик ва педагогика институти, Мирзо Улуғбек номидаги Ўзбекистон Миллий университети",Денов тадбиркорлик ва педагогика институти,1,exact-fold
Денов тадбиркорлик ва педагогика институтида,Денов тадбиркорлик ва педагогика институти,1,exact-fold
Денов тадбиркорлик ва педагагика институти,Денов тадбиркорлик ва педагогика институти,1,typo
Дон ва дуккакли екинлар,Дон ва дуккакли экинлар,1,exact-fold
Дон ва дукакли экинлар,Дон ва дуккакли экинлар,1,typo
Дон ва дуккакли экинлари,Дон ва дуккакли экинлар,1,typo
Жaнубий деҳқoнчилик,Жанубий деҳқончилик,1,exact-fold
Жиззах давлат педагогика институтида бажарилган,Жиззах давлат педагогика институти,3,exact-fold
Жиззах политехника институти ва Наманган муҳандислик-технология институти,Жиззах политехника институти,1,exact-fold
Жиззах политехника институти ва Тошкент тўқимачилик ва енгил саноат институти,Жиззах политехника институти,1,exact-fold
“Жиззах политехника институти”,Жиззах политехника институти,1,exact-fold
Жизах политехника институти,Жиззах политехника институти,1,typo
Жиззах политехника иниститути,Жиззах политехника институти,1,typo
Жиззах политхника институти,Жиззах политехника институти,1,typo
Заҳириддин Муҳаммад Бобур номидаги Андижон давлат университети ва Муҳаммад ал-Хоразмий номидаги Тошкент ахборот технологиялари университети,Заҳириддин Муҳаммад Бобур номидаги Андижон давлат университети,1,exact-fold
З.М. Бобур номидаги Андижон давлат университети,Заҳириддин Муҳаммад Бобур номидаги Андижон давлат университети,1,curated-group
З.М.Бобур номидаги Андижон давлат университети,Заҳириддин Муҳаммад Бобур номидаги Андижон давлат университети,1,curated-group
"Иммунология ва инсон геномикаси институти, DSc.02/30.12.2019.Tib.50.01",Иммунология ва инсон геномикаси институти,2,exact-fold
Иммунология ва инсон геномикаси институтида бажарилган,Иммунология ва инсон геномикаси институти,2,exact-fold
"Иммунология ва инсон геномикаси институти, РИЭМЮПКИАТМнинг Вирусология",Иммунология ва инсон геномикаси институти,1,exact-fold
Иммунология ва инсон геномика институти,Иммунология ва инсон геномикаси институти,1,typo
Ирригация ва сув муамолари,Ирригация ва сув муаммолари,1,typo
И.Каримов номидаги Тошкент давлат техника университети,Ислом Каримов номидаги Тошкент давлат техника университети,8,curated-group
Ислом Каримов номидаги Тошкент давлат техника университети ва “Янги Ўзбекистон” университети,Ислом Каримов номидаги Тошкент давлат техника университети,2,exact-fold
“Ислом Каримов номидаги Тошкент давлат техника университети”,Ислом Каримов номидаги Тошкент давлат техника университети,2,exact-fold
Ислом Каримов номидаги Тошкент давлат техника университети.),Ислом Каримов номидаги Тошкент давлат техника университети,1,exact-fold
И Каримов номидаги Тошкент давлат техника университети,Ислом Каримов номидаги Тошкент давлат техника университети,1,curated-group
И. Каримов номидаги Тошкент давлат техника университети,Ислом Каримов номидаги Тошкент давлат техника университети,1,curated-group
"И. Каримов номидаги Тошкент давлат техника университети, Самарқанд давлат университети",Ислом Каримов номидаги Тошкент давлат техника университети,1,curated-group
Ислом Каримов номидаги Тошкент давлат тйехника университети,Ислом Каримов номидаги Тошкент давлат техника университети,1,typo
Ислом Кариомов номидаги Тошкент давлат техника университети,Ислом Каримов номидаги Тошкент давлат техника университети,1,typo
Й. Гʻуломов номидаги Самарқанд археология институти,Й. Ғуломов номидаги Самарқанд археология институти,1,exact-fold
Кадрлар малакасини ошириш ва статистик тадқиқотлар институтида бажарилган,Кадрлар малакасини ошириш ва статистик тадқиқотлар институти,1,exact-fold
Камолиддин Беҳзод номидаги Миллий рассомлик ва дизайн иснтитути,Камолиддин Беҳзод номидаги Миллий рассомлик ва дизайн институти,1,typo
Камолиддин Бехзод номидаги Миллий рассомлик ва дизайн институти,Камолиддин Беҳзод номидаги Миллий рассомлик ва дизайн институти,1,typo
Касбий таʼлимни ривожлантириш институти,Касбий таълимни ривожлантириш институти,1,exact-fold
Лaлмикор деҳқончилик,Лалмикор деҳқончилик,1,exact-fold
Математика институти ва Ўзбекистон Миллий университети,Математика институти,1,exact-fold
Математика институти ва Тошкент давлат иқтисодиёт университети,Математика институти,1,exact-fold
Математика институти ва Урганч давлат университети,Математика институти,1,exact-fold
"Математика институти, Наманган давлат университети",Математика институти,1,exact-fold
Миллий технологик тадқиқотлар университети “МИСИС”нинг Олмалиқ шаҳридаги филиали,Миллий технологик тадқиқотлар университети «МИСИС»нинг Олмалиқ шаҳридаги филиали,3,exact-fold
Мирзо Улугʻбек номидаги Оʻзбекистон Миллий университети,Мирзо Улуғбек номидаги Ўзбекистон Миллий университети,3,exact-fold
Мирзо Улуғбек номидаги Оʻзбекистон Миллий университети,Мирзо Улуғбек номидаги Ўзбекистон Миллий университети,2,exact-fold
Мирзо Улуғбек номидаги Ўзбекистон миллий университети ва Фарғона давлат университети,Мирзо Улуғбек номидаги Ўзбекистон Миллий университети,1,exact-fold
Мирзо Улуғбек номидаги Ўзбекистон Миллий университети ва Витус Беринг номидаги Камчатка давлат университети,Мирзо Улуғбек номидаги Ўзбекистон Миллий университети,1,exact-fold
"Мирзо Улуғбек номидаги Ўзбекистон Миллий университети, “Ўзбекистон-Япония ёшлар инновация маркази” ДМ",Мирзо Улуғбек номидаги Ўзбекистон Миллий университети,1,exact-fold
Мирзо Улуғбек номидаги Ўзбекистон Миллий университети:,Мирзо Улуғбек номидаги Ўзбекистон Миллий университети,1,exact-fold
Мирзо Улуғбек номидаги Ўзбекистон Миллий университетида бажарилган,Мирзо Улуғбек номидаги Ўзбекистон Миллий университети,1,exact-fold
Мирзо Улуғбек номидаги Ўзбекистон миллий университети ҳузуридаги Яримўтказгичлар физикаси ва микроэлектроника,Мирзо Улуғбек номидаги Ўзбекистон Миллий университети ҳузуридаги Яримўтказгичлар физикаси ва микроелектроника,3,exact-fold
Мирзо Улуғбек номидаги Ўзбекистон Миллий университети Жиззах филиали,Мирзо Улуғбек номидаги Ўзбекистон Миллий университетининг Жиззах филиали,3,curated-group
Мирзо Улугʻбек номидаги Ўзбекистон Миллий университетининг Жиззах филиали,Мирзо Улуғбек номидаги Ўзбекистон Миллий университетининг Жиззах филиали,1,exact-fold
"Мирзо Улуғбек номидаги Ўзбекистон Миллий университети Жиззах филиали, «Тошкент ирригация ва қишлоқ хўжалигини механизациялаш муҳандислари институти» Миллий",Мирзо Улуғбек номидаги Ўзбекистон Миллий университетининг Жиззах филиали,1,curated-group
“Мирзо Улуғбек номидаги Самарқанд давлат архитектура-қурилиш университети”,Мирзо Улуғбек номидаги Самарқанд давлат архитектура-қурилиш университети,6,exact-fold
Мирзо Улуғбек номидаги Самарқанд давлат архитектура – қурилиш университети,Мирзо Улуғбек номидаги Самарқанд давлат архитектура-қурилиш университети,2,exact-fold
Мирзо Улуғбек номидаги Самарқанд давлат архитектура-қурилиш университетида,Мирзо Улуғбек номидаги Самарқанд давлат архитектура-қурилиш университети,1,exact-fold
Мирзо Улугʻбек номидаги Самарқанд давлат архитектура-қурилиш университети,Мирзо Улуғбек номидаги Самарқанд давлат архитектура-қурилиш университети,1,exact-fold
Муқимий номидаги Қоʻқон давлат педагогика институти,Муқимий номидаги Қўқон Давлат педагогика институти,1,exact-fold
Муҳаммад ал-Хоразмий номидаги Тошкент ахборот технологиялари университетида бажарилган,Муҳаммад ал-Хоразмий номидаги Тошкент ахборот технологиялари университети,8,exact-fold
Муҳаммад-Aл Хоразмий номидаги Тошкент ахборот технологиялари университети,Муҳаммад ал-Хоразмий номидаги Тошкент ахборот технологиялари университети,1,exact-fold
Муҳаммад ал-Хоразмий номида Тошкент ахборот технологиялари университети,Муҳаммад ал-Хоразмий номидаги Тошкент ахборот технологиялари университети,1,typo
Муҳамммад ал-Хоразмий номидаги Тошкент ахборот технологиялари университети,Муҳаммад ал-Хоразмий номидаги Тошкент ахборот технологиялари университети,1,typo
Муҳаммад ал-Хоразмий номидаги Тошкент ахборот технологиялари университети ҳузуридаги Ахборот коммуникация- технологиялари,Муҳаммад ал-Хоразмий номидаги Тошкент ахборот технологиялари университети ҳузуридаги Ахборот-коммуникация технологиялари,1,exact-fold
Навоий давлат кончилик ва технология университети,Навоий давлат кончилик ва технологиялар университети,1,typo
Навоий давлат кончилик ва технологиялар универститети,Навоий давлат кончилик ва технологиялар университети,1,typo
Навоий давлат кончилик ва технологиялари университети,Навоий давлат кончилик ва технологиялар университети,1,typo
Навоий давлат кончилик ва технологиялвр университети,Навоий давлат кончилик ва технологиялар университети,1,typo
Навоий давлат кончлик ва технологиялар университети,Навоий давлат кончилик ва технологиялар университети,1,typo
"Навоий давлат кончилик институти, (Навоий давлат кончилик ва технологиялар университети.)",Навоий давлат кончилик институти,1,exact-fold
Навоий давлат педагогика институти ва Навоий давлат кончилик ва технологийлар университети,Навоий давлат педагогика институти,1,exact-fold
Навоий давлат педагогика институти ва Ўзбекистон-Финландия педагогика институти,Навоий давлат педагогика институти,1,exact-fold
Навои давлат педагогика институти,Навоий давлат педагогика институти,1,typo
Навоий давлат педагогика инстиути,Навоий давлат педагогика институти,1,typo
Навоий давлат педагогика иститути,Навоий давлат педагогика институти,1,typo
Навоий давлат университетида,Навоий давлат университети,2,exact-fold
Наманган давлат педагогика институтида бажарилган,Наманган давлат педагогика институти,1,exact-fold
"Наманган давлат техника университети, Наманган давлат университети",Наманган давлат техника университети,1,exact-fold
"Наманган давлат техника университети, Наманган тўқимачилик саноати институти",Наманган давлат техника университети,1,exact-fold
"Наманган давлат техника университети, Тошкент давлат аграр университети",Наманган давлат техника университети,1,exact-fold
"Наманган давлат техника университети, Тошкент фармацевтика институти",Наманган давлат техника университети,1,exact-fold
"Наманган давлат техника университети, Умумий ва ноорганик кимё институти",Наманган давлат техника университети,1,exact-fold
Наманган давлат техника универсисети,Наманган давлат техника университети,1,typo
Наманган давлат унверситети,Наманган давлат университети,6,typo
"Наманган давлат университети, Ўсимлик моддалари кимёси институти",Наманган давлат университети,3,exact-fold
"Наманган давлат университети, Ўзбекистон Миллий университети ҳузуридаги Биофизика ва биокимё институти",Наманган давлат университети,1,exact-fold
Наманган давлат университетида,Наманган давлат университети,1,exact-fold
Наманган давлат универдитети,Наманган давлат университети,1,typo
Наманган давлат универсттети,Наманган давлат университети,1,typo
"Наманган муҳандислик-технология институти, Умумий ва ноорганик кимё институти",Наманган муҳандислик-технология институти,19,exact-fold
Наманган муҳандислик технология институти,Наманган муҳандислик-технология институти,13,exact-fold
Наманган мухандислик-технология институти,Наманган муҳандислик-технология институти,5,curated-group
Наманган муҳандислик-технология иститути,Наманган муҳандислик-технология институти,5,typo
Наманган муҳандислик - технология институти,Наманган муҳандислик-технология институти,2,exact-fold
"Наманган муҳандислик-технология институти, Ўзбекистон миллий университети",Наманган муҳандислик-технология институти,2,exact-fold
Наманган муҳандислик–технология институти,Наманган муҳандислик-технология институти,2,exact-fold
Наманган муҳандислик -технология институти,Наманган муҳандислик-технология институти,1,exact-fold
"Наманган муҳандислик технология институти, Наманган муҳандислик қурилиш институти",Наманган муҳандислик-технология институти,1,exact-fold
"Наманган муҳандислик технология институти, Тошкент кимё-технология институти Шаҳрисабз филиали",Наманган муҳандислик-технология институти,1,exact-fold
Наманган муҳандислик-технология институти ва Фарғона давлат университети,Наманган муҳандислик-технология институти,1,exact-fold
Наманган муҳандислик-технология институти ва Наманган муҳандислик-қурилиш институти,Наманган муҳандислик-технология институти,1,exact-fold
"Наманган муҳандислик-технология институти, Наманган муҳандислик-қурилиш институти",Наманган муҳандислик-технология институти,1,exact-fold
"Наманган муҳандислик-технология институти, Ўсимлик моддалари кимёси институти",Наманган муҳандислик-технология институти,1,exact-fold
"Наманган муҳандислик-технология институти, Қўқон давлат педагогика институти",Наманган муҳандислик-технология институти,1,exact-fold
"Наманган муҳандислик-технология институти, Тошкент давлат аграр университети",Наманган муҳандислик-технология институти,1,exact-fold
"Наманган муҳандислик-технология институти, Тошкент фармацевтика институти",Наманган муҳандислик-технология институти,1,exact-fold
"Наманган муҳандислик-технология институти, Тошкент кимё-технология",Наманган муҳандислик-технология институти,1,exact-fold
"Наманган муҳандислик-технология институти, Тошкент кимё-технология институти",Наманган муҳандислик-технология институти,1,exact-fold
"Наманган муҳандислик-технология институти, Тошкент тўқимачилик ва енгил саноат институти",Наманган муҳандислик-технология институти,1,exact-fold
“Наманган муҳандислик-технология институти”,Наманган муҳандислик-технология институти,1,exact-fold
Наманган мухандислик технология институти ва Россия миллий таддқиқотлар технология университети МИСИС Олмалиқ филиали,Наманган муҳандислик-технология институти,1,curated-group
Наманган муҳандислик-техналогия институти,Наманган муҳандислик-технология институти,1,typo
Наманган муҳандислик-технология институт,Наманган муҳандислик-технология институти,1,typo
Наманган муҳандистлик технология институти,Наманган муҳандислик-технология институти,1,typo
Наманган мухандислик техналогия иниститути,Наманган муҳандислик-технология институти,1,typo
Наманган мухандислик технология нститути,Наманган муҳандислик-технология институти,1,typo
Наманган муҳандислик қурилиш институти,Наманган муҳандислик-қурилиш институти,2,exact-fold
Наманган муҳандислик – қурилиш институти,Наманган муҳандислик-қурилиш институти,1,exact-fold
Наманган муҳандислик-қурилиш институти ва Муҳаммад Ал-Хоразмий номидаги Тошкент ахборот технологиялари университети,Наманган муҳандислик-қурилиш институти,1,exact-fold
Наманган муҳандислик-қурилиш институтида,Наманган муҳандислик-қурилиш институти,1,exact-fold
Наманган муҳандислик-қурилиш институтида бажарилган,Наманган муҳандислик-қурилиш институти,1,exact-fold
Наманган мухандислик қурилиш институти,Наманган муҳандислик-қурилиш институти,1,curated-group
Наманган мухандислик-қурилиш институти,Наманган муҳандислик-қурилиш институти,1,curated-group
Наманган муандислик–қурилиш институти,Наманган муҳандислик-қурилиш институти,1,typo
Наманган муҳадислик-қурилиш институти,Наманган муҳандислик-қурилиш институти,1,typo
Нефт ва газ конлари геологияси ҳамда қидируви институти,Нефть ва газ конлари геологияси ҳамда қидируви институти,1,exact-fold
Нефт ва газ конлари геологияси ҳамда қидируви институти ДМ,Нефть ва газ конлари геологияси ҳамда қидируви институти,1,curated-group
Нефть ва газ конлари геологияси ҳамда қидируви институти ДМ,Нефть ва газ конлари геологияси ҳамда қидируви институти,1,curated-group
Ниозомий номидаги Ўзбекистон миллий педагогика университети,Низомий номидаги Ўзбекистон миллий педагогика университети,1,typo
Нукус давлат педагогика инситути,Нукус давлат педагогика институти,2,typo
Нукус дaвлaт педагогика институти,Нукус давлат педагогика институти,1,exact-fold
Нукус давлат педагогика институти ва Ўзбекистон Миллий университети ҳузуридаги Яримўтказгичлар физикаси ва микроелектроника,Нукус давлат педагогика институти,1,exact-fold
Нукус давлат педагогика институти ва В.И.Романовский номидаги Математика институти,Нукус давлат педагогика институти,1,exact-fold
“Нукус давлат педагогика институти”,Нукус давлат педагогика институти,1,exact-fold
Нукус давлар педагогика институти,Нукус давлат педагогика институти,1,typo
Нукус давлат педагогика индтитути,Нукус давлат педагогика институти,1,typo
Нукус давлат педагогика институт,Нукус давлат педагогика институти,1,typo
Нукус давлат педагогика институтини,Нукус давлат педагогика институти,1,typo
Нукус давлат педагогика инстиути,Нукус давлат педагогика институти,1,typo
Нукус давлат педагогика интитути,Нукус давлат педагогика институти,1,typo
Нукус давлат педгогика институти,Нукус давлат педагогика институти,1,typo
Озиқ-овқат технологияси ва муҳандислиги халқаро институти,Озиқ овқат технологияси ва муҳандислиги халқаро институти,1,exact-fold
"Озиқ-овқат технологияси ва муҳандислиги халқаро институти, Умумий ва ноорганик кимё институти",Озиқ овқат технологияси ва муҳандислиги халқаро институти,1,exact-fold
Озиқ -овқат ва қишлоқ хўжалиги соҳасида стратегик ривожланиш ва тадқиқотлар халқаро маркази,Озиқ-овқат ва қишлоқ хўжалиги соҳасида стратегик ривожланиш ва тадқиқотлар халқаро маркази,1,exact-fold
Ориэнтал университети,Ориентал университети,1,exact-fold
"Пaxтa cелекцияcи, уруғчилиги вa етиштириш aгрoтеxнoлoгиялaри","Пахта селекцияси, уруғчилиги ва етиштириш агротехнологиялари",2,exact-fold
"Пaхтa селекцияси, уруғчилиги вa етиштириш aгрoтехнoлoгиялaри","Пахта селекцияси, уруғчилиги ва етиштириш агротехнологиялари",1,exact-fold
"Пахта селексияси, уруғчилиги ва йетиштириш агротехнологиялари","Пахта селекцияси, уруғчилиги ва етиштириш агротехнологиялари",1,typo
"Пахта селекцияси, уруғчилиги ва етиштириш агротехнологиялар","Пахта селекцияси, уруғчилиги ва етиштириш агротехнологиялари",1,typo
"Пахта селекцияси, уруғчилиги ва йетиштириш агротехнологиялари","Пахта селекцияси, уруғчилиги ва етиштириш агротехнологиялари",1,typo
